STATE_NAME,COUNTY_NAME,STATE_FIPS,COUNTY_FIPS,CLINTON_VOTES,CLINTON_%,TRUMP_VOTES,TRUMP_%,MCMULLIN_VOTES,MCMULLIN_%,OTHER_VOTES,OTHER_%,
ALABAMA,TUSCALOOSA,1,125,31762,38.4%,47723,57.7%,0,0.0%,3215,3.9%,
ALABAMA,WALKER,1,127,4497,15.3%,24266,82.3%,0,0.0%,709,2.4%,
ALABAMA,WASHINGTON,1,129,2374,27.8%,6042,70.8%,0,0.0%,117,1.4%,
ALABAMA,WILCOX,1,131,4339,70.9%,1742,28.5%,0,0.0%,42,0.7%,
ALABAMA,WINSTON,1,133,872,8.5%,9228,89.5%,0,0.0%,213,2.1%,
ALASKA,DISTRICT1,ERROR,ERROR,2573,38.8%,3180,47.9%,0,0.0%,885,13.3%,
ALASKA,DISTRICT2,ERROR,ERROR,1585,28.9%,3188,58.0%,0,0.0%,719,13.1%,
ALASKA,DISTRICT3,ERROR,ERROR,1241,16.3%,5403,71.0%,0,0.0%,969,12.7%,
ALASKA,DISTRICT4,ERROR,ERROR,4162,43.7%,4070,42.7%,0,0.0%,1289,13.5%,
ALASKA,DISTRICT5,ERROR,ERROR,3187,40.3%,3683,46.6%,0,0.0%,1036,13.1%,
ALASKA,DISTRICT6,ERROR,ERROR,2536,30.0%,4929,58.3%,0,0.0%,995,11.8%,
ALASKA,DISTRICT7,ERROR,ERROR,1510,18.2%,5935,71.6%,0,0.0%,849,10.2%,
ALASKA,DISTRICT8,ERROR,ERROR,1218,15.1%,6126,75.9%,0,0.0%,729,9.0%,
ALASKA,DISTRICT9,ERROR,ERROR,1843,20.6%,6100,68.1%,0,0.0%,1011,11.3%,
ALASKA,DISTRICT10,ERROR,ERROR,1808,20.0%,6255,69.2%,0,0.0%,977,10.8%,
ALASKA,DISTRICT11,ERROR,ERROR,2142,22.1%,6444,66.5%,0,0.0%,1103,11.4%,
ALASKA,DISTRICT12,ERROR,ERROR,1928,20.2%,6629,69.5%,0,0.0%,986,10.3%,
ALASKA,DISTRICT13,ERROR,ERROR,1684,25.8%,4028,61.7%,0,0.0%,821,12.6%,
ALASKA,DISTRICT14,ERROR,ERROR,3043,29.2%,5978,57.4%,0,0.0%,1399,13.4%,
ALASKA,DISTRICT15,ERROR,ERROR,1828,36.7%,2525,50.7%,0,0.0%,629,12.6%,
ALASKA,DISTRICT16,ERROR,ERROR,3294,44.3%,3203,43.1%,0,0.0%,939,12.6%,
ALASKA,DISTRICT17,ERROR,ERROR,3290,48.5%,2618,38.6%,0,0.0%,880,13.0%,
ALASKA,DISTRICT18,ERROR,ERROR,3909,52.8%,2684,36.3%,0,0.0%,809,10.9%,
ALASKA,DISTRICT19,ERROR,ERROR,2669,55.7%,1636,34.1%,0,0.0%,487,10.2%,
ALASKA,DISTRICT20,ERROR,ERROR,4151,58.1%,2187,30.6%,0,0.0%,802,11.2%,
ALASKA,DISTRICT21,ERROR,ERROR,4224,48.8%,3479,40.2%,0,0.0%,944,10.9%,
ALASKA,DISTRICT22,ERROR,ERROR,3270,39.1%,4203,50.2%,0,0.0%,899,10.7%,
ALASKA,DISTRICT23,ERROR,ERROR,2894,41.8%,3246,46.9%,0,0.0%,784,11.3%,
ALASKA,DISTRICT24,ERROR,ERROR,3578,38.5%,4709,50.7%,0,0.0%,1003,10.8%,
ALASKA,DISTRICT25,ERROR,ERROR,3378,41.6%,3816,47.0%,0,0.0%,933,11.5%,
ALASKA,DISTRICT26,ERROR,ERROR,3374,37.9%,4548,51.1%,0,0.0%,983,11.0%,
ALASKA,DISTRICT27,ERROR,ERROR,3729,42.5%,4085,46.5%,0,0.0%,969,11.0%,
ALASKA,DISTRICT28,ERROR,ERROR,4749,41.6%,5423,47.5%,0,0.0%,1255,11.0%,
ALASKA,DISTRICT29,ERROR,ERROR,2101,22.4%,6347,67.6%,0,0.0%,946,10.1%,
ALASKA,DISTRICT30,ERROR,ERROR,1816,20.3%,6194,69.2%,0,0.0%,940,10.5%,
ALASKA,DISTRICT31,ERROR,ERROR,3466,34.0%,5617,55.2%,0,0.0%,1099,10.8%,
ALASKA,DISTRICT32,ERROR,ERROR,2701,36.1%,3764,50.4%,0,0.0%,1007,13.5%,
ALASKA,DISTRICT33,ERROR,ERROR,5978,60.2%,2732,27.5%,0,0.0%,1224,12.3%,
ALASKA,DISTRICT34,ERROR,ERROR,4220,44.7%,3955,41.9%,0,0.0%,1256,13.3%,
ALASKA,DISTRICT35,ERROR,ERROR,3749,41.5%,4105,45.4%,0,0.0%,1188,13.1%,
ALASKA,DISTRICT36,ERROR,ERROR,2693,32.6%,4460,54.0%,0,0.0%,1111,13.4%,
ALASKA,DISTRICT37,ERROR,ERROR,2421,47.8%,1938,38.3%,0,0.0%,703,13.9%,
ALASKA,DISTRICT38,ERROR,ERROR,2758,54.1%,1143,22.4%,0,0.0%,1194,23.4%,
ALASKA,DISTRICT39,ERROR,ERROR,3142,55.7%,1405,24.9%,0,0.0%,1092,19.4%,
ALASKA,DISTRICT40,ERROR,ERROR,2338,50.7%,1377,29.9%,0,0.0%,895,19.4%,
ALASKA,OVERSEAS,ERROR,ERROR,274,80.1%,40,11.7%,0,0.0%,28,8.2%,
ARIZONA,APACHE,4,1,17083,61.8%,8240,29.8%,59,0.2%,2279,8.2%,
ARIZONA,COCHISE,4,3,17450,34.9%,28092,56.2%,409,0.8%,4064,8.1%,
ARIZONA,COCONINO,4,5,32404,54.2%,21108,35.3%,514,0.9%,5758,9.6%,
ARIZONA,GILA,4,7,7003,31.1%,14182,63.0%,104,0.5%,1226,5.4%,
ARIZONA,GRAHAM,4,9,3301,26.9%,8025,65.3%,179,1.5%,776,6.3%,
ARIZONA,GREENLEE,4,11,1092,33.1%,1892,57.3%,26,0.8%,290,8.8%,
ARIZONA,LAPAZ,4,12,1575,26.5%,4003,67.3%,10,0.2%,363,6.1%,
ARIZONA,MARICOPA,4,13,702907,44.8%,747361,47.7%,11448,0.7%,106118,6.8%,
ARIZONA,MOHAVE,4,15,17455,21.8%,58282,72.9%,204,0.3%,4002,5.0%,
ARIZONA,NAVAJO,4,17,16459,40.8%,20577,51.1%,472,1.2%,2786,6.9%,
ARIZONA,PIMA,4,19,224661,53.3%,167428,39.7%,2328,0.6%,27223,6.5%,
ARIZONA,PINAL,4,21,47892,37.0%,72819,56.2%,963,0.7%,7872,6.1%,
ARIZONA,SANTACRUZ,4,23,11690,71.1%,3897,23.7%,43,0.3%,803,4.9%,
ARIZONA,YAVAPAI,4,25,35590,31.1%,71330,62.3%,596,0.5%,6934,6.1%,
ARIZONA,YUMA,4,27,24605,46.4%,25165,47.5%,94,0.2%,3146,5.9%,
ARKANSAS,ARKANSAS,5,1,1939,31.2%,3826,61.6%,44,0.7%,403,6.5%,
ARKANSAS,ASHLEY,5,3,2408,29.8%,5338,66.0%,56,0.7%,281,3.5%,
ARKANSAS,BAXTER,5,5,4169,21.1%,14682,74.3%,158,0.8%,757,3.8%,
ARKANSAS,BENTON,5,7,28005,28.9%,60871,62.9%,2313,2.4%,5635,5.8%,
ARKANSAS,BOONE,5,9,2926,18.2%,12235,75.9%,186,1.2%,764,4.7%,
ARKANSAS,BRADLEY,5,11,1317,36.1%,2164,59.2%,35,1.0%,137,3.8%,
ARKANSAS,CALHOUN,5,13,639,28.2%,1556,68.6%,14,0.6%,60,2.6%,
ARKANSAS,CARROLL,5,15,3342,31.1%,6786,63.1%,80,0.7%,550,5.1%,
ARKANSAS,CHICOT,5,17,2350,56.3%,1716,41.1%,27,0.6%,83,2.0%,
ARKANSAS,CLARK,5,19,3620,42.5%,4404,51.7%,141,1.7%,361,4.2%,
ARKANSAS,CLAY,5,21,1199,23.1%,3781,72.7%,20,0.4%,200,3.8%,
ARKANSAS,CLEBURNE,5,23,2101,17.4%,9458,78.3%,113,0.9%,413,3.4%,
ARKANSAS,CLEVELAND,5,25,723,21.6%,2462,73.4%,53,1.6%,116,3.5%,
ARKANSAS,COLUMBIA,5,27,3140,35.3%,5456,61.4%,50,0.6%,241,2.7%,
ARKANSAS,CONWAY,5,29,2656,33.5%,4849,61.2%,84,1.1%,338,4.3%,
ARKANSAS,CRAIGHEAD,5,31,10538,29.6%,22892,64.4%,440,1.2%,1703,4.8%,
ARKANSAS,CRAWFORD,5,33,4488,20.0%,16686,74.3%,248,1.1%,1028,4.6%,
ARKANSAS,CRITTENDEN,5,35,8410,52.7%,6964,43.7%,97,0.6%,481,3.0%,
ARKANSAS,CROSS,5,37,1999,29.1%,4584,66.7%,32,0.5%,259,3.8%,
ARKANSAS,DALLAS,5,39,1165,42.0%,1509,54.5%,28,1.0%,69,2.5%,
ARKANSAS,DESHA,5,41,2228,52.3%,1919,45.1%,26,0.6%,84,2.0%,
ARKANSAS,DREW,5,43,2365,35.9%,3968,60.2%,38,0.6%,224,3.4%,
ARKANSAS,FAULKNER,5,45,14629,30.8%,29346,61.7%,838,1.8%,2714,5.7%,
ARKANSAS,FRANKLIN,5,47,1376,20.3%,5039,74.4%,67,1.0%,288,4.3%,
ARKANSAS,FULTON,5,49,1067,22.4%,3471,72.7%,27,0.6%,207,4.3%,
ARKANSAS,GARLAND,5,51,12311,30.2%,26087,63.9%,399,1.0%,2008,4.9%,
ARKANSAS,GRANT,5,53,1373,18.4%,5725,76.9%,51,0.7%,296,4.0%,
ARKANSAS,GREENE,5,55,3071,21.0%,10720,73.4%,138,0.9%,671,4.6%,
ARKANSAS,HEMPSTEAD,5,57,2377,33.7%,4401,62.4%,48,0.7%,223,3.2%,
ARKANSAS,HOTSPRING,5,59,3149,26.4%,8172,68.4%,94,0.8%,529,4.4%,
ARKANSAS,HOWARD,5,61,1351,28.9%,3157,67.5%,37,0.8%,129,2.8%,
ARKANSAS,INDEPENDENCE,5,63,2881,21.2%,9936,73.0%,155,1.1%,642,4.7%,
ARKANSAS,IZARD,5,65,1113,20.4%,4042,74.2%,49,0.9%,244,4.5%,
ARKANSAS,JACKSON,5,67,1583,30.7%,3267,63.4%,58,1.1%,248,4.8%,
ARKANSAS,JEFFERSON,5,69,15772,60.9%,9250,35.7%,138,0.5%,734,2.8%,
ARKANSAS,JOHNSON,5,71,2427,26.6%,6091,66.8%,89,1.0%,505,5.5%,
ARKANSAS,LAFAYETTE,5,73,1032,36.1%,1758,61.5%,13,0.5%,57,2.0%,
ARKANSAS,LAWRENCE,5,75,1263,22.2%,4064,71.5%,56,1.0%,302,5.3%,
ARKANSAS,LEE,5,77,1735,57.3%,1229,40.6%,16,0.5%,46,1.5%,
ARKANSAS,LINCOLN,5,79,1252,32.7%,2455,64.2%,12,0.3%,107,2.8%,
ARKANSAS,LITTLERIVER,5,81,1397,26.7%,3605,69.0%,34,0.7%,191,3.7%,
ARKANSAS,LOGAN,5,83,1715,21.7%,5746,72.5%,70,0.9%,390,4.9%,
ARKANSAS,LONOKE,5,85,5664,20.9%,19958,73.6%,243,0.9%,1235,4.6%,
ARKANSAS,MADISON,5,87,1588,23.2%,4928,72.0%,47,0.7%,278,4.1%,
ARKANSAS,MARION,5,89,1434,20.2%,5336,75.1%,61,0.9%,276,3.9%,
ARKANSAS,MILLER,5,91,4273,26.6%,11294,70.2%,75,0.5%,449,2.8%,
ARKANSAS,MISSISSIPPI,5,93,5670,42.9%,7061,53.5%,81,0.6%,392,3.0%,
ARKANSAS,MONROE,5,95,1312,45.5%,1489,51.6%,12,0.4%,71,2.5%,
ARKANSAS,MONTGOMERY,ERROR,ERROR,748,21.0%,2643,74.3%,28,0.8%,140,3.9%,
ARKANSAS,NEVADA,5,99,1157,35.6%,2000,61.6%,15,0.5%,74,2.3%,
ARKANSAS,NEWTON,5,101,699,18.6%,2875,76.6%,22,0.6%,157,4.2%,
ARKANSAS,OUACHITA,5,103,4321,43.5%,5351,53.9%,48,0.5%,215,2.2%,
ARKANSAS,PERRY,5,105,1049,24.4%,3008,69.9%,49,1.1%,200,4.6%,
ARKANSAS,PHILLIPS,5,107,4310,62.0%,2446,35.2%,38,0.5%,159,2.3%,
ARKANSAS,PIKE,5,109,685,17.2%,3150,79.1%,24,0.6%,122,3.1%,
ARKANSAS,POINSETT,5,111,1880,24.3%,5502,71.3%,50,0.6%,290,3.8%,
ARKANSAS,POLK,5,113,1212,14.7%,6618,80.4%,94,1.1%,307,3.7%,
ARKANSAS,POPE,5,115,5000,22.2%,16256,72.0%,233,1.0%,1080,4.8%,
ARKANSAS,PRAIRIE,5,117,814,23.6%,2505,72.7%,36,1.0%,89,2.6%,
ARKANSAS,PULASKI,5,119,89574,56.1%,61257,38.3%,1761,1.1%,7184,4.5%,
ARKANSAS,RANDOLPH,5,121,1425,22.3%,4509,70.7%,65,1.0%,380,6.0%,
ARKANSAS,STFRANCIS,5,123,4031,54.3%,3195,43.0%,18,0.2%,186,2.5%,
ARKANSAS,SALINE,5,125,13256,25.4%,35863,68.8%,607,1.2%,2374,4.6%,
ARKANSAS,SCOTT,5,127,602,17.2%,2731,77.8%,22,0.6%,155,4.4%,
ARKANSAS,SEARCY,5,129,601,16.1%,2955,79.3%,30,0.8%,142,3.8%,
ARKANSAS,SEBASTIAN,5,131,12300,27.6%,29127,65.3%,569,1.3%,2641,5.9%,
ARKANSAS,SEVIER,5,133,1075,23.6%,3282,71.9%,44,1.0%,161,3.5%,
ARKANSAS,SHARP,5,135,1472,20.3%,5407,74.6%,56,0.8%,314,4.3%,
ARKANSAS,STONE,5,137,1203,21.6%,4113,73.7%,120,2.2%,141,2.5%,
ARKANSAS,UNION,5,139,5855,34.7%,10456,61.9%,97,0.6%,486,2.9%,
ARKANSAS,VANBUREN,5,141,1549,21.1%,5382,73.3%,55,0.7%,353,4.8%,
ARKANSAS,WASHINGTON,5,143,33366,40.8%,41476,50.7%,1438,1.8%,5581,6.8%,
ARKANSAS,WHITE,5,145,5170,18.5%,21077,75.3%,495,1.8%,1257,4.5%,
ARKANSAS,WOODRUFF,5,147,1118,43.5%,1347,52.4%,16,0.6%,90,3.5%,
ARKANSAS,YELL,5,149,1480,23.0%,4608,71.6%,34,0.5%,317,4.9%,
CALIFORNIA,ALAMEDA,6,1,514842,78.1%,95922,14.5%,1291,0.2%,47488,7.2%,
CALIFORNIA,ALPINE,6,3,334,55.5%,217,36.0%,1,0.2%,50,8.3%,
CALIFORNIA,AMADOR,6,5,6004,33.4%,10485,58.4%,59,0.3%,1415,7.9%,
CALIFORNIA,BUTTE,6,7,41567,42.9%,45144,46.5%,340,0.4%,9951,10.3%,
CALIFORNIA,CALAVERAS,6,9,7944,33.8%,13511,57.4%,22,0.1%,2054,8.7%,
CALIFORNIA,COLUSA,6,11,2661,39.7%,3551,53.0%,12,0.2%,473,7.1%,
CALIFORNIA,CONTRACOSTA,6,13,319287,67.5%,115956,24.5%,1355,0.3%,36416,7.7%,
CALIFORNIA,DELNORTE,6,15,3485,36.5%,5134,53.7%,58,0.6%,881,9.2%,
CALIFORNIA,ELDORADO,6,17,36404,38.3%,49247,51.8%,578,0.6%,8920,9.4%,
CALIFORNIA,FRESNO,6,19,141341,49.2%,124049,43.2%,1070,0.4%,20602,7.2%,
CALIFORNIA,GLENN,6,21,3065,32.4%,5788,61.1%,31,0.3%,586,6.2%,
CALIFORNIA,HUMBOLDT,6,23,33200,55.3%,18373,30.6%,181,0.3%,8260,13.8%,
CALIFORNIA,IMPERIAL,6,25,32667,67.9%,12704,26.4%,81,0.2%,2639,5.5%,
CALIFORNIA,INYO,6,27,3155,38.6%,4248,51.9%,24,0.3%,752,9.2%,
CALIFORNIA,KERN,6,29,98689,40.4%,129584,53.1%,891,0.4%,14999,6.1%,
CALIFORNIA,KINGS,6,31,13617,39.7%,18093,52.7%,90,0.3%,2510,7.3%,
CALIFORNIA,LAKE,6,33,11496,46.6%,10599,43.0%,53,0.2%,2527,10.2%,
CALIFORNIA,LASSEN,6,35,2224,20.8%,7574,70.8%,47,0.4%,854,8.0%,
CALIFORNIA,LOSANGELES,6,37,2464364,71.8%,769743,22.4%,4607,0.1%,195594,5.7%,
CALIFORNIA,MADERA,6,39,17029,39.1%,23357,53.7%,145,0.3%,2976,6.8%,
CALIFORNIA,MARIN,6,41,108707,77.3%,21771,15.5%,249,0.2%,9956,7.1%,
CALIFORNIA,MARIPOSA,6,43,3122,35.2%,5185,58.4%,0,0.0%,570,6.4%,
CALIFORNIA,MENDOCINO,6,45,22079,58.2%,10888,28.7%,124,0.3%,4824,12.7%,
CALIFORNIA,MERCED,6,47,37317,52.7%,28725,40.6%,162,0.2%,4585,6.5%,
CALIFORNIA,MODOC,6,49,877,22.8%,2696,70.2%,11,0.3%,259,6.7%,
CALIFORNIA,MONO,6,51,2773,52.5%,2111,40.0%,3,0.1%,394,7.5%,
CALIFORNIA,MONTEREY,6,53,89088,66.8%,34895,26.2%,358,0.3%,9067,6.8%,
CALIFORNIA,NAPA,6,55,39199,63.9%,17411,28.4%,154,0.3%,4608,7.5%,
CALIFORNIA,NEVADA,6,57,26053,47.4%,23365,42.5%,179,0.3%,5338,9.7%,
CALIFORNIA,ORANGE,6,59,609961,50.9%,507148,42.3%,4917,0.4%,75495,6.3%,
CALIFORNIA,PLACER,6,61,73509,39.5%,95138,51.1%,1032,0.6%,16345,8.8%,
CALIFORNIA,PLUMAS,6,63,3459,35.1%,5420,55.0%,51,0.5%,920,9.3%,
CALIFORNIA,RIVERSIDE,6,65,373695,49.7%,333243,44.4%,2168,0.3%,42285,5.6%,
CALIFORNIA,SACRAMENTO,6,67,326023,58.0%,189789,33.8%,2205,0.4%,44268,7.9%,
CALIFORNIA,SANBENITO,6,69,12521,56.6%,7841,35.4%,86,0.4%,1674,7.6%,
CALIFORNIA,SANBERNARDINO,6,71,340833,52.1%,271240,41.5%,1877,0.3%,40033,6.1%,
CALIFORNIA,SANDIEGO,6,73,735476,56.3%,477766,36.6%,4851,0.4%,88307,6.8%,
CALIFORNIA,SANFRANCISCO,6,75,345084,84.5%,37688,9.2%,373,0.1%,25396,6.2%,
CALIFORNIA,SANJOAQUIN,6,77,121124,53.4%,88936,39.2%,617,0.3%,16325,7.2%,
CALIFORNIA,SANLUISOBISPO,6,79,67107,48.9%,56164,40.9%,702,0.5%,13229,9.6%,
CALIFORNIA,SANMATEO,6,81,237882,75.7%,57929,18.4%,760,0.2%,17813,5.7%,
CALIFORNIA,SANTABARBARA,6,83,107142,59.9%,56365,31.5%,733,0.4%,14638,8.2%,
CALIFORNIA,SANTACLARA,6,85,511684,72.7%,144826,20.6%,2296,0.3%,44903,6.4%,
CALIFORNIA,SANTACRUZ,6,87,95249,73.3%,22438,17.3%,283,0.2%,12042,9.3%,
CALIFORNIA,SHASTA,6,89,22301,27.5%,51778,63.9%,439,0.5%,6506,8.0%,
CALIFORNIA,SIERRA,6,91,601,32.3%,1048,56.4%,6,0.3%,203,10.9%,
CALIFORNIA,SISKIYOU,6,93,7234,35.3%,11341,55.3%,104,0.5%,1814,8.9%,
CALIFORNIA,SOLANO,6,95,102360,60.9%,51920,30.9%,557,0.3%,13313,7.9%,
CALIFORNIA,SONOMA,6,97,160435,68.8%,51408,22.0%,543,0.2%,20917,9.0%,
CALIFORNIA,STANISLAUS,6,99,81647,46.8%,78494,45.0%,563,0.3%,13702,7.9%,
CALIFORNIA,SUTTER,6,101,13076,38.7%,18176,53.7%,134,0.4%,2438,7.2%,
CALIFORNIA,TEHAMA,6,103,6809,28.5%,15494,64.8%,82,0.3%,1523,6.4%,
CALIFORNIA,TRINITY,6,105,2214,38.3%,2812,48.6%,18,0.3%,740,12.8%,
CALIFORNIA,TULARE,6,107,47585,41.7%,58299,51.1%,163,0.1%,8055,7.1%,
CALIFORNIA,TUOLUMNE,6,109,9123,35.2%,14551,56.2%,71,0.3%,2148,8.3%,
CALIFORNIA,VENTURA,6,111,194402,54.6%,132323,37.2%,1422,0.4%,27960,7.9%,
CALIFORNIA,YOLO,6,113,54752,66.7%,20739,25.3%,256,0.3%,6343,7.7%,
CALIFORNIA,YUBA,6,115,7910,34.4%,13170,57.3%,111,0.5%,1807,7.9%,
COLORADO,ADAMS,8,1,96558,49.9%,80082,41.3%,1812,0.9%,15225,7.9%,
COLORADO,ALAMOSA,8,3,3189,46.0%,3046,43.9%,72,1.0%,632,9.1%,
COLORADO,ARAPAHOE,8,5,159885,52.8%,117053,38.6%,3398,1.1%,22712,7.5%,
COLORADO,ARCHULETA,8,7,2500,34.1%,4264,58.1%,51,0.7%,524,7.1%,
COLORADO,BACA,8,9,283,13.1%,1753,81.4%,15,0.7%,102,4.7%,
COLORADO,BENT,8,11,590,30.6%,1188,61.7%,5,0.3%,144,7.5%,
COLORADO,BOULDER,8,13,132334,70.3%,41396,22.0%,1473,0.8%,12942,6.9%,
COLORADO,BROOMFIELD,8,14,19731,52.4%,14367,38.1%,544,1.4%,3048,8.1%,
COLORADO,CHAFFEE,8,15,4888,43.4%,5391,47.9%,97,0.9%,874,7.8%,
COLORADO,CHEYENNE,8,17,132,12.0%,925,83.9%,0,0.0%,45,4.1%,
COLORADO,CLEARCREEK,8,19,2729,46.5%,2575,43.9%,29,0.5%,533,9.1%,
COLORADO,CONEJOS,8,21,1771,44.0%,1914,47.6%,89,2.2%,248,6.2%,
COLORADO,COSTILLA,8,23,1125,60.9%,588,31.8%,6,0.3%,129,7.0%,
COLORADO,CROWLEY,8,25,339,22.2%,1079,70.7%,7,0.5%,102,6.7%,
COLORADO,CUSTER,8,27,797,26.0%,2061,67.2%,9,0.3%,199,6.5%,
