STATE,COUNTY,STATE_FIPS,COUNTY_FIPS,KERRY_VOTES,KERRY_%,BUSH_VOTES,BUSH_%,OTHER_VOTES,OTHER_%
MICHIGAN,HOUGHTON,26,061,6731,42.46%,8889,56.08%,231,1.46%
MICHIGAN,HURON,26,063,7629,43.68%,9671,55.37%,166,0.95%
MICHIGAN,INGHAM,26,065,76877,57.78%,54734,41.14%,1442,1.08%
MICHIGAN,IONIA,26,067,10647,38.55%,16621,60.18%,350,1.27%
MICHIGAN,IOSCO,26,069,6557,46.82%,7301,52.13%,148,1.06%
MICHIGAN,IRON,26,071,3215,49.38%,3224,49.52%,72,1.11%
MICHIGAN,ISABELLA,26,073,12334,50.57%,11754,48.19%,302,1.24%
MICHIGAN,JACKSON,26,075,31025,43.21%,40029,55.75%,741,1.03%
MICHIGAN,KALAMAZOO,26,077,61462,51.31%,57147,47.71%,1174,0.98%
MICHIGAN,KALKASKA,26,079,3189,38.05%,5084,60.67%,107,1.28%
MICHIGAN,KENT,26,081,116909,40.19%,171201,58.85%,2781,0.96%
MICHIGAN,KEWEENAW,26,083,630,43.78%,781,54.27%,28,1.95%
MICHIGAN,LAKE,26,085,2675,50.99%,2503,47.71%,68,1.30%
MICHIGAN,LAPEER,26,087,18086,40.97%,25556,57.89%,505,1.14%
MICHIGAN,LEELANAU,26,089,6048,43.46%,7733,55.57%,136,0.98%
MICHIGAN,LENAWEE,26,091,20787,44.22%,25675,54.61%,550,1.17%
MICHIGAN,LIVINGSTON,26,093,33991,36.26%,58860,62.79%,891,0.95%
MICHIGAN,LUCE,26,095,1045,36.94%,1749,61.82%,35,1.24%
MICHIGAN,MACKINAC,26,097,2819,42.72%,3706,56.16%,74,1.12%
MICHIGAN,MACOMB,26,099,196160,48.75%,202166,50.24%,4084,1.01%
MICHIGAN,MANISTEE,26,101,6272,49.23%,6295,49.41%,173,1.36%
MICHIGAN,MARQUETTE,26,103,17412,53.60%,14690,45.22%,386,1.19%
MICHIGAN,MASON,26,105,6333,43.34%,8124,55.60%,154,1.05%
MICHIGAN,MECOSTA,26,107,7730,43.97%,9710,55.23%,141,0.80%
MICHIGAN,MENOMINEE,26,109,5326,46.64%,5942,52.04%,151,1.32%
MICHIGAN,MIDLAND,26,111,18355,42.41%,24369,56.31%,551,1.27%
MICHIGAN,MISSAUKEE,26,113,2319,31.25%,5055,68.12%,47,0.63%
MICHIGAN,MONROE,26,115,36089,48.68%,37470,50.54%,573,0.77%
MICHIGAN,MONTCALM,26,117,11471,42.91%,14968,55.99%,295,1.10%
MICHIGAN,MONTMORENCY,26,119,2196,39.48%,3300,59.32%,67,1.20%
MICHIGAN,MUSKEGON,26,121,44282,55.14%,35302,43.96%,729,0.91%
MICHIGAN,NEWAYGO,26,123,9057,39.60%,13608,59.49%,208,0.91%
MICHIGAN,OAKLAND,26,125,319387,49.75%,316633,49.32%,5957,0.93%
MICHIGAN,OCEANA,26,127,5441,44.25%,6677,54.30%,179,1.46%
MICHIGAN,OGEMAW,26,129,5215,48.30%,5454,50.52%,127,1.18%
MICHIGAN,ONTONAGON,26,131,1863,44.44%,2262,53.96%,67,1.60%
MICHIGAN,OSCEOLA,26,133,4467,39.93%,6599,58.98%,122,1.09%
MICHIGAN,OSCODA,26,135,1792,40.64%,2570,58.29%,47,1.07%
MICHIGAN,OTSEGO,26,137,4674,37.98%,7470,60.70%,163,1.32%
MICHIGAN,OTTAWA,26,139,35552,27.64%,92048,71.55%,1043,0.81%
MICHIGAN,PRESQUE ISLE,26,141,3432,45.66%,3982,52.98%,102,1.36%
MICHIGAN,ROSCOMMON,26,143,6810,47.43%,7364,51.28%,185,1.29%
MICHIGAN,SAGINAW,26,145,54887,53.37%,47165,45.86%,800,0.78%
MICHIGAN,SANILAC,26,151,7883,37.97%,12632,60.84%,248,1.19%
MICHIGAN,SCHOOLCRAFT,26,153,2137,48.12%,2267,51.05%,37,0.83%
MICHIGAN,SHIAWASSEE,26,155,16881,46.06%,19407,52.95%,363,0.99%
MICHIGAN,ST. CLAIR,26,147,36174,45.36%,42740,53.60%,829,1.04%
MICHIGAN,ST. JOSEPH,26,149,9648,38.23%,15340,60.78%,251,0.99%
MICHIGAN,TUSCOLA,26,157,12631,44.57%,15389,54.31%,318,1.12%
MICHIGAN,VAN BUREN,26,159,16151,47.26%,17634,51.60%,389,1.14%
MICHIGAN,WASHTENAW,26,161,109953,63.46%,61455,35.47%,1856,1.07%
MICHIGAN,WAYNE,26,163,600047,69.39%,257750,29.81%,6931,0.80%
MICHIGAN,WEXFORD,26,165,6034,39.80%,8966,59.14%,160,1.06%
NEW-MEXICO,LEA,35,025,3646,20.1%,14430,79.4%,105,0.6%
NEW-MEXICO,UNION,35,059,411,21.9%,1454,77.3%,16,0.9%
NEW-MEXICO,CURRY,35,009,3541,24.8%,10649,74.5%,96,0.7%
NEW-MEXICO,CATRON,35,003,551,27.6%,1427,71.6%,15,0.8%
NEW-MEXICO,DEBACA,35,011,281,28.3%,706,71.1%,6,0.6%
NEW-MEXICO,ROOSEVELT,35,041,2082,29.1%,4997,69.9%,65,0.9%
NEW-MEXICO,CHAVES,35,005,6726,31.0%,14773,68.1%,206,0.9%
NEW-MEXICO,OTERO,35,035,6433,31.0%,14066,67.7%,265,1.3%
NEW-MEXICO,LINCOLN,35,027,2822,31.3%,6070,67.3%,122,1.4%
NEW-MEXICO,SANJUAN,35,045,14843,33.0%,29525,65.6%,638,1.4%
NEW-MEXICO,EDDY,35,015,6880,33.9%,13268,65.5%,122,0.6%
NEW-MEXICO,QUAY,35,037,1422,34.5%,2661,64.6%,34,0.8%
NEW-MEXICO,TORRANCE,35,057,2386,36.7%,4026,61.9%,95,1.5%
NEW-MEXICO,SIERRA,35,051,1926,37.3%,3162,61.3%,69,1.3%
NEW-MEXICO,HARDING,35,021,259,40.2%,380,59.0%,5,0.8%
NEW-MEXICO,VALENCIA,35,061,11270,43.3%,14474,55.6%,268,1.0%
NEW-MEXICO,HIDALGO,35,023,861,43.8%,1081,55.0%,22,1.1%
NEW-MEXICO,LUNA,35,029,3340,44.0%,4164,54.8%,89,1.2%
NEW-MEXICO,LOSALAMOS,35,028,5206,46.5%,5810,51.9%,181,1.6%
NEW-MEXICO,COLFAX,35,007,2824,47.3%,3082,51.6%,62,1.0%
NEW-MEXICO,SANDOVAL,35,043,21421,48.1%,22628,50.8%,492,1.1%
NEW-MEXICO,DONAANA,35,013,31762,51.3%,29548,47.7%,650,1.0%
NEW-MEXICO,BERNALILLO,35,001,132252,51.5%,121454,47.3%,3105,1.2%
NEW-MEXICO,SOCORRO,35,053,4025,51.3%,3696,47.1%,130,1.7%
NEW-MEXICO,CIBOLA,35,006,3913,52.3%,3477,46.4%,97,1.3%
NEW-MEXICO,GRANT,35,017,7095,53.0%,6135,45.8%,162,1.2%
NEW-MEXICO,GUADALUPE,35,019,1340,59.1%,914,40.3%,13,0.6%
NEW-MEXICO,MCKINLEY,35,031,13051,63.3%,7351,35.6%,221,1.1%
NEW-MEXICO,RIOARRIBA,35,039,9753,65.0%,5149,34.3%,97,0.6%
NEW-MEXICO,MORA,35,033,1876,66.4%,928,32.8%,22,0.8%
NEW-MEXICO,SANTAFE,35,049,47074,71.1%,18466,27.9%,660,1.0%
NEW-MEXICO,SANMIGUEL,35,047,8683,71.7%,3313,27.3%,120,1.0%
NEW-MEXICO,TAOS,35,055,10987,74.1%,3666,24.7%,182,1.2%
MAINE,ANDROSCOGGIN,23,001,30503,54.4%,24519,43.7%,1045,1.9%
MAINE,AROOSTOCK,23,003,19569,51.9%,17564,46.5%,600,1.6%
MAINE,CUMBERLAND,23,005,94846,58.2%,65384,40.1%,2732,1.7%
MAINE,FRANKLIN,23,007,9458,54.8%,7368,42.7%,418,2.4%
MAINE,HANCOCK,23,009,18048,54.5%,14405,43.5%,669,2.0%
MAINE,KENNEBEC,23,011,35616,53.3%,29761,44.6%,1395,2.1%
MAINE,KNOX,23,013,12690,54.6%,10103,43.5%,454,2.0%
MAINE,LINCOLN,23,015,11351,51.3%,10370,46.8%,421,1.9%
MAINE,OXFORD,23,017,16618,52.7%,14196,45.0%,732,2.3%
MAINE,PENOBSCOT,23,019,40386,49.2%,40257,49.1%,1373,1.7%
MAINE,PISCATAQUIS,23,021,4409,44.4%,5299,53.3%,232,2.3%
MAINE,SAGADAHOC,23,023,11114,52.7%,9507,45.1%,475,2.3%
MAINE,SOMERSET,23,025,13586,50.0%,13004,47.8%,604,2.2%
MAINE,WALDO,23,027,11555,51.8%,10309,46.2%,454,2.0%
MAINE,WASHINGTON,23,029,8391,48.5%,8619,49.8%,300,1.7%
MAINE,YORK,23,031,58702,53.3%,49526,45.0%,1805,1.6%
ALABAMA,AUTAUGA,01,001,4758,23.7%,15196,75.7%,127,0.6%
ALABAMA,BALDWIN,01,003,15599,22.5%,52971,76.4%,750,1.1%
ALABAMA,BARBOUR,01,005,4832,44.8%,5899,54.7%,46,0.4%
ALABAMA,BIBB,01,007,2089,27.5%,5472,72.0%,39,0.5%
ALABAMA,BLOUNT,01,009,3938,18.3%,17386,80.9%,180,0.8%
ALABAMA,BULLOCK,01,011,3210,68.1%,1494,31.7%,13,0.3%
ALABAMA,BUTLER,01,013,3413,40.6%,4979,59.2%,24,0.3%
ALABAMA,CALHOUN,01,015,15083,33.3%,29814,65.9%,352,0.8%
ALABAMA,CHAMBERS,01,017,5347,41.0%,7622,58.5%,63,0.5%
ALABAMA,CHEROKEE,01,019,3040,33.6%,5923,65.5%,86,1.0%
ALABAMA,CHILTON,01,021,3778,22.6%,12829,76.9%,86,0.5%
ALABAMA,CHOCTAW,01,023,3303,45.7%,3897,53.9%,27,0.4%
ALABAMA,CLARKE,01,025,4627,40.6%,6730,59.1%,37,0.3%
ALABAMA,CLAY,01,027,1893,28.8%,4624,70.3%,59,0.9%
ALABAMA,CLEBURNE,01,029,1391,24.0%,4370,75.4%,37,0.6%
ALABAMA,COFFEE,01,031,4480,25.4%,13019,73.9%,117,0.7%
ALABAMA,COLBERT,01,033,10598,44.3%,13188,55.1%,149,0.6%
ALABAMA,CONECUH,01,035,2719,45.2%,3271,54.3%,31,0.5%
ALABAMA,COOSA,01,037,2055,41.1%,2905,58.1%,41,0.8%
ALABAMA,COVINGTON,01,039,3423,23.4%,11119,76.0%,85,0.6%
ALABAMA,CRENSHAW,01,041,1698,30.9%,3777,68.7%,25,0.5%
ALABAMA,CULLMAN,01,043,8045,22.9%,26818,76.2%,328,0.9%
ALABAMA,DALE,01,045,4484,24.6%,13621,74.7%,126,0.7%
ALABAMA,DALLAS,01,047,11175,60.2%,7335,39.5%,63,0.3%
ALABAMA,DEKALB,01,049,7092,29.4%,16904,70.0%,139,0.6%
ALABAMA,ELMORE,01,051,6471,22.6%,22056,76.9%,153,0.5%
ALABAMA,ESCAMBIA,01,053,3814,30.8%,8513,68.7%,68,0.5%
ALABAMA,ETOWAH,01,055,15328,35.9%,26999,63.3%,353,0.8%
ALABAMA,FAYETTE,01,057,2408,30.1%,5534,69.2%,60,0.7%
ALABAMA,FRANKLIN,01,059,4514,36.8%,7690,62.7%,65,0.5%
ALABAMA,GENEVA,01,061,2113,20.1%,8342,79.3%,65,0.6%
ALABAMA,GREENE,01,063,3764,79.3%,958,20.2%,26,0.5%
ALABAMA,HALE,01,065,4631,58.3%,3281,41.3%,33,0.4%
ALABAMA,HENRY,01,067,2452,33.3%,4881,66.3%,28,0.4%
ALABAMA,HOUSTON,01,069,9144,25.3%,26874,74.2%,183,0.5%
ALABAMA,JACKSON,01,071,8635,42.5%,11534,56.8%,152,0.7%
ALABAMA,JEFFERSON,01,073,132286,45.2%,158680,54.2%,2001,0.7%
ALABAMA,LAMAR,01,075,1956,28.4%,4894,71.1%,35,0.5%
ALABAMA,LAUDERDALE,01,077,14628,39.4%,22161,59.7%,318,0.9%
ALABAMA,LAWRENCE,01,079,6155,44.0%,7730,55.2%,116,0.8%
ALABAMA,LEE,01,081,16227,36.4%,27972,62.7%,411,0.9%
ALABAMA,LIMESTONE,01,083,9126,31.4%,19702,67.8%,245,0.8%
ALABAMA,LOWNDES,01,085,4233,70.3%,1786,29.7%,2,0.0%
ALABAMA,MACON,01,087,7800,82.9%,1570,16.7%,37,0.4%
ALABAMA,MADISON,01,089,52644,40.2%,77173,58.9%,1245,0.9%
ALABAMA,MARENGO,01,091,5037,48.8%,5255,50.9%,30,0.3%
ALABAMA,MARION,01,093,3808,29.6%,8983,69.8%,84,0.7%
ALABAMA,MARSHALL,01,095,8452,26.8%,22783,72.3%,256,0.8%
ALABAMA,MOBILE,01,097,63732,40.7%,92014,58.7%,1025,0.7%
ALABAMA,MONROE,01,099,3666,38.5%,5831,61.2%,37,0.4%
ALABAMA,MONTGOMERY,01,101,45160,50.4%,44097,49.2%,393,0.4%
ALABAMA,MORGAN,01,103,14131,30.1%,32477,69.1%,399,0.8%
ALABAMA,PERRY,01,105,3767,68.2%,1738,31.5%,18,0.3%
ALABAMA,PICKENS,01,107,3915,42.9%,5170,56.6%,47,0.5%
ALABAMA,PIKE,01,109,4334,36.5%,7483,63.0%,66,0.6%
ALABAMA,RANDOLPH,01,111,2817,31.3%,6127,68.1%,57,0.6%
ALABAMA,RUSSELL,01,113,8375,49.8%,8337,49.6%,97,0.6%
ALABAMA,STCLAIR,01,115,5456,18.7%,23500,80.6%,205,0.7%
ALABAMA,SHELBY,01,117,14850,18.8%,63435,80.4%,621,0.8%
ALABAMA,SUMTER,01,119,4527,70.4%,1880,29.2%,26,0.4%
ALABAMA,TALLADEGA,01,121,11374,38.0%,18331,61.3%,193,0.6%
ALABAMA,TALLAPOOSA,01,123,5451,30.4%,12392,69.0%,109,0.6%
ALABAMA,TUSCALOOSA,01,125,26447,37.9%,42877,61.4%,506,0.7%
ALABAMA,WALKER,01,127,9016,31.8%,19167,67.6%,184,0.6%
ALABAMA,WASHINGTON,01,129,3145,38.1%,5060,61.4%,42,0.5%
ALABAMA,WILCOX,01,131,3838,67.5%,1834,32.3%,10,0.2%
ALABAMA,WINSTON,01,133,2236,21.5%,8130,78.0%,57,0.5%
ARIZONA,GRAHAM,04,009,3185,29.7%,7467,69.7%,68,0.6%
ARIZONA,MOHAVE,04,015,20503,35.4%,36794,63.5%,618,1.1%
ARIZONA,LAPAZ,04,012,1849,36.5%,3158,62.4%,52,1.0%
ARIZONA,GREENLEE,04,011,1146,37.4%,1899,61.9%,22,0.7%
ARIZONA,YAVAPAI,04,025,33127,37.8%,53468,61.0%,988,1.1%
ARIZONA,COCHISE,04,003,17514,39.3%,26556,59.5%,525,1.2%
ARIZONA,GILA,04,007,8314,39.9%,12343,59.2%,186,0.9%
ARIZONA,YUMA,04,027,16032,41.6%,22184,57.6%,313,0.8%
ARIZONA,PINAL,04,021,27252,42.2%,37006,57.3%,364,0.6%
ARIZONA,MARICOPA,04,013,504849,42.3%,679455,57.0%,8447,0.7%
ARIZONA,NAVAJO,04,017,14815,45.7%,17277,53.3%,312,1.0%
ARIZONA,PIMA,04,019,193128,52.6%,171109,46.6%,3255,0.9%
ARIZONA,COCONINO,04,005,29243,55.8%,22526,43.0%,622,1.2%
ARIZONA,SANTACRUZ,04,023,6909,59.2%,4668,40.0%,91,0.8%
ARIZONA,APACHE,04,001,15658,64.6%,8384,34.6%,178,0.7%
ARKANSAS,ARKANSAS,05,001,3110,44.8%,3789,54.5%,47,0.7%
ARKANSAS,ASHLEY,05,003,3881,45.6%,4567,53.7%,64,0.8%
ARKANSAS,BAXTER,05,005,7129,38.5%,11128,60.1%,273,1.5%
ARKANSAS,BENTON,05,007,20756,30.5%,46571,68.4%,794,1.2%
ARKANSAS,BOONE,05,009,4640,31.4%,9793,66.3%,344,2.3%
ARKANSAS,BRADLEY,05,011,2206,51.9%,2011,47.3%,32,0.8%
ARKANSAS,CALHOUN,05,013,939,40.8%,1340,58.3%,20,0.9%
ARKANSAS,CARROLL,05,015,4161,39.7%,6184,59.0%,136,1.3%
ARKANSAS,CHICOT,05,017,2993,62.9%,1725,36.3%,39,0.8%
ARKANSAS,CLARK,05,019,4990,54.2%,4144,45.0%,77,0.8%
ARKANSAS,CLAY,05,021,3264,53.5%,2759,45.3%,73,1.2%
ARKANSAS,CLEBURNE,05,023,4517,38.4%,7107,60.4%,137,1.2%
ARKANSAS,CLEVELAND,05,025,1450,41.5%,2009,57.5%,37,1.1%
ARKANSAS,COLUMBIA,05,027,4108,41.5%,5729,57.8%,72,0.7%
ARKANSAS,CONWAY,05,029,3982,49.3%,4009,49.6%,93,1.2%
ARKANSAS,CRAIGHEAD,05,031,13665,45.9%,15818,53.1%,318,1.1%
ARKANSAS,CRAWFORD,05,033,6764,33.2%,13391,65.6%,246,1.2%
ARKANSAS,CRITTENDEN,05,035,8277,54.1%,6930,45.3%,93,0.6%
ARKANSAS,CROSS,05,037,3135,44.3%,3864,54.6%,75,1.1%
ARKANSAS,DALLAS,05,039,1671,49.3%,1700,50.2%,17,0.5%
ARKANSAS,DESHA,05,041,2851,61.4%,1729,37.2%,67,1.4%
ARKANSAS,DREW,05,043,2952,47.2%,3262,52.2%,35,0.6%
ARKANSAS,FAULKNER,05,045,14538,39.6%,21514,58.6%,634,1.7%
ARKANSAS,FRANKLIN,05,047,3008,41.3%,4181,57.4%,100,1.4%
ARKANSAS,FULTON,05,049,2370,47.8%,2522,50.9%,63,1.3%
ARKANSAS,GARLAND,05,051,18040,44.9%,21734,54.1%,380,0.9%
ARKANSAS,GRANT,05,053,2524,37.3%,4205,62.1%,41,0.6%
ARKANSAS,GREENE,05,055,6564,47.0%,7237,51.9%,154,1.1%
ARKANSAS,HEMPSTEAD,05,057,3817,51.2%,3580,48.0%,55,0.7%
ARKANSAS,HOTSPRING,05,059,5901,48.9%,5960,49.4%,204,1.7%
ARKANSAS,HOWARD,05,061,2166,43.8%,2736,55.4%,41,0.8%
ARKANSAS,INDEPENDENCE,05,063,5443,41.8%,7430,57.1%,138,1.1%
ARKANSAS,IZARD,05,065,2586,47.1%,2833,51.6%,74,1.3%
ARKANSAS,JACKSON,05,067,3515,56.5%,2624,42.2%,80,1.3%
ARKANSAS,JEFFERSON,05,069,19675,64.5%,10218,33.5%,600,2.0%
ARKANSAS,JOHNSON,05,071,3622,45.0%,4311,53.6%,111,1.4%
ARKANSAS,LAFAYETTE,05,073,1567,49.1%,1604,50.3%,20,0.6%
ARKANSAS,LAWRENCE,05,075,3544,53.6%,2951,44.6%,120,1.8%
ARKANSAS,LEE,05,077,2548,62.5%,1492,36.6%,40,1.0%
ARKANSAS,LINCOLN,05,079,2149,52.3%,1921,46.8%,39,0.9%
ARKANSAS,LITTLERIVER,05,081,2677,50.6%,2575,48.6%,42,0.8%
ARKANSAS,LOGAN,05,083,3361,39.3%,5076,59.4%,114,1.3%
ARKANSAS,LONOKE,05,085,7454,33.8%,14398,65.4%,178,0.8%
ARKANSAS,MADISON,05,087,2421,37.9%,3873,60.7%,90,1.4%
ARKANSAS,MARION,05,089,2602,37.9%,4127,60.1%,138,2.0%
ARKANSAS,MILLER,05,091,6139,41.8%,8448,57.6%,91,0.6%
ARKANSAS,MISSISSIPPI,05,093,7593,53.6%,6121,43.2%,439,3.1%
ARKANSAS,MONROE,05,095,2049,55.9%,1586,43.3%,32,0.9%
ARKANSAS,MONTGOMERY,05,097,1524,38.5%,2367,59.8%,67,1.7%
ARKANSAS,NEVADA,05,099,1694,48.7%,1752,50.4%,31,0.9%
ARKANSAS,NEWTON,05,101,1506,34.4%,2779,63.5%,93,2.1%
ARKANSAS,OUACHITA,05,103,5188,48.7%,5345,50.2%,117,1.1%
ARKANSAS,PERRY,05,105,1921,43.4%,2435,55.0%,75,1.7%
ARKANSAS,PHILLIPS,05,107,5642,63.6%,3161,35.6%,65,0.7%
ARKANSAS,PIKE,05,109,1310,38.9%,2013,59.8%,44,1.3%
ARKANSAS,POINSETT,05,111,4069,52.7%,3555,46.0%,99,1.3%
ARKANSAS,POLK,05,113,2473,31.7%,5192,66.6%,134,1.7%
ARKANSAS,POPE,05,115,7100,34.0%,13614,65.1%,188,0.9%
ARKANSAS,PRAIRIE,05,117,1562,43.1%,2030,56.0%,32,0.9%
ARKANSAS,PULASKI,05,119,84532,55.0%,67903,44.2%,1185,0.8%
ARKANSAS,RANDOLPH,05,121,3412,51.2%,3158,47.4%,97,1.5%
ARKANSAS,STFRANCIS,05,123,5684,59.3%,3815,39.8%,89,0.9%
ARKANSAS,SALINE,05,125,14153,35.9%,24864,63.1%,359,0.9%
ARKANSAS,SCOTT,05,127,1473,36.5%,2514,62.3%,51,1.3%
ARKANSAS,SEARCY,05,129,1370,34.3%,2565,64.3%,57,1.4%
ARKANSAS,SEBASTIAN,05,131,16479,37.3%,27303,61.8%,429,1.0%
ARKANSAS,SEVIER,05,133,2035,44.2%,2516,54.7%,50,1.1%
ARKANSAS,SHARP,05,135,3265,43.7%,4097,54.8%,108,1.4%
ARKANSAS,STONE,05,137,2255,40.6%,3188,57.5%,106,1.9%
ARKANSAS,UNION,05,139,7071,39.7%,10502,58.9%,259,1.5%
ARKANSAS,VANBUREN,05,141,3310,44.9%,3988,54.1%,76,1.0%
ARKANSAS,WASHINGTON,05,143,27597,43.1%,35726,55.7%,780,1.2%
ARKANSAS,WHITE,05,145,9129,34.5%,17001,64.3%,295,1.1%
ARKANSAS,WOODRUFF,05,147,1972,65.2%,1021,33.7%,33,1.1%
ARKANSAS,YELL,05,149,2913,43.7%,3678,55.2%,68,1.0%
CALIFORNIA,SANFRANCISCO,06,075,296772,83.02%,54355,15.21%,6338,1.77%
CALIFORNIA,ALAMEDA,06,001,422585,75.18%,130911,23.29%,8590,1.53%
CALIFORNIA,MARIN,06,041,99070,73.21%,34378,25.40%,1877,1.39%
CALIFORNIA,SANTACRUZ,06,087,89102,72.98%,30354,24.86%,2628,2.15%
CALIFORNIA,SANMATEO,06,081,197922,69.48%,83315,29.25%,3620,1.27%
CALIFORNIA,SONOMA,06,097,148261,67.18%,68204,30.90%,4225,1.91%
CALIFORNIA,SANTACLARA,06,085,386100,63.94%,209094,34.63%,8622,1.43%
CALIFORNIA,MENDOCINO,06,045,24385,63.45%,12955,33.71%,1089,2.83%
CALIFORNIA,LOSANGELES,06,037,1907736,63.10%,1076225,35.60%,39319,1.30%
CALIFORNIA,CONTRACOSTA,06,013,257254,62.28%,150608,36.46%,5166,1.25%
CALIFORNIA,MONTEREY,06,053,75241,60.36%,47838,38.38%,1574,1.26%
CALIFORNIA,NAPA,06,055,33666,59.48%,22059,38.97%,874,1.54%
CALIFORNIA,YOLO,06,113,42885,59.34%,28005,38.75%,1379,1.91%
CALIFORNIA,HUMBOLDT,06,023,37988,57.66%,25714,39.03%,2184,3.31%
CALIFORNIA,SOLANO,06,095,85096,57.17%,62301,41.86%,1440,0.97%
CALIFORNIA,ALPINE,06,003,373,53.21%,311,44.37%,17,2.43%
CALIFORNIA,SANTABARBARA,06,083,90314,53.17%,76806,45.22%,2741,1.61%
CALIFORNIA,LAKE,06,033,13141,53.16%,11093,44.88%,485,1.96%
CALIFORNIA,SANBENITO,06,069,9851,52.61%,8698,46.45%,176,0.94%
CALIFORNIA,IMPERIAL,06,025,17964,52.41%,15890,46.36%,420,1.23%
CALIFORNIA,SACRAMENTO,06,067,236657,49.52%,235539,49.29%,5670,1.19%
CALIFORNIA,MONO,06,051,2628,49.23%,2621,49.10%,89,1.67%
CALIFORNIA,VENTURA,06,111,148859,47.53%,160314,51.19%,4020,1.28%
CALIFORNIA,SANDIEGO,06,073,526437,46.39%,596033,52.52%,12378,1.09%
CALIFORNIA,SANJOAQUIN,06,077,87012,45.83%,100978,53.18%,1874,0.99%
CALIFORNIA,SANLUISOBISPO,06,079,58742,45.52%,67995,52.69%,2313,1.79%
CALIFORNIA,NEVADA,06,057,24220,44.92%,28790,53.39%,910,1.69%
CALIFORNIA,BUTTE,06,007,42448,44.14%,51662,53.73%,2047,2.13%
CALIFORNIA,SANBERNARDINO,06,071,227789,43.57%,289306,55.34%,5682,1.09%
CALIFORNIA,TRINITY,06,105,2782,42.71%,3560,54.66%,171,2.63%
CALIFORNIA,MERCED,06,047,24491,42.26%,32773,56.54%,696,1.20%
CALIFORNIA,FRESNO,06,019,103154,41.68%,141988,57.38%,2321,0.94%
CALIFORNIA,DELNORTE,06,015,3892,41.31%,5356,56.85%,173,1.84%
CALIFORNIA,RIVERSIDE,06,065,228806,41.04%,322473,57.83%,6300,1.13%
CALIFORNIA,STANISLAUS,06,099,58829,40.40%,85407,58.65%,1388,0.95%
CALIFORNIA,ORANGE,06,059,419239,38.98%,641832,59.68%,14328,1.33%
CALIFORNIA,INYO,06,027,3350,38.88%,5091,59.09%,175,2.03%
CALIFORNIA,TUOLUMNE,06,109,10104,38.51%,15745,60.02%,386,1.47%
CALIFORNIA,SISKIYOU,06,093,7880,37.71%,12673,60.64%,346,1.66%
CALIFORNIA,MARIPOSA,06,043,3251,37.55%,5215,60.23%,192,2.22%
CALIFORNIA,ELDORADO,06,017,32242,37.33%,52878,61.23%,1244,1.44%
CALIFORNIA,CALAVERAS,06,009,8286,37.09%,13601,60.87%,456,2.04%
